User_ID,Age,Gender,Occupation,Country_Region,Stress_Level_Before,Stress_Level_After,Mood_Score,Sleep_Hours,Meditation_Minutes_Per_Day,Yoga_Minutes_Per_Day,Affirmations_Per_Day,Reels_Viewed_Per_Day,Podcast_Listening_Minutes,Audiobook_Listening_Minutes,App_Usage_Minutes_Per_Day,Streak_Days,Challenge_Participation,Subscription_Type,Productivity_Score,Mindfulness_Score,User_Satisfaction
USR0619,36,Female,Working Professional,Germany,5.1,5.2,6.8,8.0,11.0,14.0,3,11,72.8,66.6,118.4,29,Yes,Premium,5.3,76.7,5.2
USR0620,34,Male,Student,USA,8.4,8.7,5.6,6.3,3.5,2.5,3,10,9.8,6.0,40.9,4,No,Free,4.0,33.2,2.4
USR0621,24,Female,Working Professional,India,5.6,4.5,6.7,5.9,10.0,9.9,3,7,23.5,49.7,79.4,12,No,Free,3.9,47.9,2.9
USR0622,36,Male,Homemaker,India,4.9,4.5,8.1,5.5,1.3,14.2,7,6,31.0,5.3,53.1,96,Yes,Free,4.0,57.9,5.7
USR0623,50,Female,Working Professional,USA,6.3,4.7,8.6,6.9,27.8,9.1,3,12,37.1,28.9,95.6,39,No,Free,5.6,83.5,6.6
USR0624,45,Male,Working Professional,UAE,8.7,6.9,8.0,7.3,29.0,14.8,4,12,49.4,13.6,102.7,44,Yes,Premium,4.5,73.9,6.2
USR0625,47,Male,Student,USA,8.2,6.3,8.0,6.2,43.1,5.9,3,6,36.2,26.3,96.9,13,No,Free,4.8,50.4,3.7
USR0626,26,Male,Student,Australia,6.8,5.6,8.3,6.3,17.7,22.1,5,7,22.0,6.5,75.2,18,Yes,Free,4.3,46.8,5.2
USR0627,22,Male,Working Professional,India,7.6,5.6,7.1,7.5,42.3,3.0,4,8,10.3,3.3,75.4,33,No,Free,5.8,79.9,4.7
USR0628,30,Male,Homemaker,USA,6.6,5.7,7.9,8.3,12.1,15.9,4,6,22.0,40.9,77.2,53,Yes,Free,4.5,51.5,5.3
USR0629,32,Female,Retired,Singapore,4.5,4.4,9.1,6.6,13.8,17.0,0,6,36.2,3.6,65.5,16,No,Free,5.9,53.7,3.7
USR0630,42,Female,Student,Australia,5.6,2.5,10.0,7.1,66.6,14.5,6,16,23.6,82.1,174.2,194,No,Premium,7.1,100.0,7.9
USR0631,18,Female,Working Professional,India,3.9,2.1,9.6,7.2,15.4,4.2,9,5,7.0,1.7,42.9,7,Yes,Free,5.9,82.9,4.9
USR0632,47,Female,Entrepreneur,USA,9.2,8.7,5.9,4.0,0.5,7.6,1,6,8.4,0.2,35.0,13,No,Free,2.4,43.0,4.3
USR0633,30,Male,Working Professional,India,6.0,6.0,8.7,6.4,19.3,1.2,2,6,16.0,30.7,59.1,48,No,Free,3.8,53.6,4.7
USR0634,27,Male,Homemaker,USA,6.0,5.2,8.8,5.0,35.4,0.6,2,8,1.1,13.3,64.8,27,No,Free,4.5,69.2,4.7
USR0635,21,Male,Student,Australia,7.8,6.5,8.0,5.8,23.8,1.4,3,8,30.2,8.2,62.6,40,Yes,Free,3.6,71.9,5.5
USR0636,18,Male,Entrepreneur,Australia,5.5,3.8,8.5,5.8,23.2,10.5,6,13,18.0,11.3,84.9,71,No,Premium,3.8,72.1,6.3
USR0637,40,Female,Homemaker,India,4.7,3.3,9.4,6.0,26.7,16.4,8,18,17.9,22.8,95.0,39,Yes,Premium,5.3,51.2,6.6
USR0638,32,Female,Entrepreneur,UAE,5.6,2.2,10.0,6.7,79.4,30.7,10,9,19.4,17.5,147.0,35,Yes,Premium,6.9,100.0,7.2
USR0639,19,Male,Freelancer,UK,1.7,1.2,10.0,10.0,11.4,11.2,4,8,32.2,19.9,71.0,46,Yes,Premium,7.2,46.1,5.7
USR0640,19,Male,Working Professional,USA,6.9,4.9,7.7,6.9,16.5,32.8,6,11,6.7,14.9,80.8,25,No,Free,5.3,54.2,4.7
USR0641,28,Female,Entrepreneur,USA,10.0,8.3,7.0,8.5,15.0,45.2,6,9,24.2,25.3,115.5,56,No,Premium,4.4,70.7,5.5
USR0642,48,Female,Working Professional,UK,6.2,4.5,9.8,8.5,25.3,46.3,10,13,68.7,58.5,157.7,45,Yes,Premium,7.3,87.3,6.9
USR0643,29,Male,Working Professional,UK,6.2,5.3,8.6,8.2,24.0,29.8,2,9,52.6,26.0,115.4,60,Yes,Premium,5.5,84.5,6.2
USR0644,18,Female,Freelancer,USA,5.4,4.5,7.7,7.4,2.5,5.4,1,6,38.2,6.2,47.0,51,No,Free,5.3,29.1,3.7
USR0645,29,Non-Binary,Homemaker,USA,6.5,5.5,8.1,9.1,13.5,8.9,8,10,32.2,16.0,73.0,50,Yes,Premium,5.1,68.0,5.3
USR0646,29,Male,Entrepreneur,India,8.3,6.9,9.0,7.7,24.6,18.1,4,11,55.3,19.7,102.7,52,Yes,Premium,4.9,83.7,6.8
USR0647,18,Male,Working Professional,Germany,5.7,4.3,8.4,4.5,12.1,17.8,5,11,45.2,14.5,87.5,41,Yes,Premium,4.3,62.0,5.2
USR0648,31,Female,Homemaker,USA,6.7,5.7,7.0,6.4,4.6,22.8,1,7,61.3,7.1,77.8,21,Yes,Free,3.4,60.4,4.7
USR0649,29,Non-Binary,Freelancer,India,5.9,3.6,10.0,6.3,37.0,60.0,5,13,16.3,37.7,148.5,102,No,Premium,6.1,100.0,7.6
USR0650,38,Female,Student,Australia,7.4,6.1,7.7,5.8,15.9,16.5,3,9,15.6,39.5,82.3,44,Yes,Premium,4.3,56.1,4.7
USR0651,50,Male,Working Professional,UAE,7.7,6.6,6.5,7.3,20.0,13.1,4,12,18.8,24.8,82.4,60,No,Premium,4.6,72.0,5.7
USR0652,43,Male,Working Professional,Singapore,5.5,4.2,9.9,4.5,42.5,2.5,4,10,52.9,13.1,101.6,24,Yes,Free,4.5,71.6,5.6
USR0653,29,Female,Working Professional,USA,6.2,6.1,7.7,6.4,13.9,8.1,8,16,33.6,18.4,80.1,39,Yes,Premium,4.6,62.1,5.8
USR0654,20,Female,Entrepreneur,India,7.7,7.4,6.3,4.4,7.4,8.5,2,7,11.1,15.2,56.4,27,No,Free,2.5,67.9,3.8
USR0655,57,Male,Freelancer,USA,5.8,5.4,9.9,6.6,14.0,9.7,2,9,14.4,24.6,68.2,33,No,Free,4.5,54.5,4.4
USR0656,32,Female,Freelancer,India,7.2,6.2,7.3,8.0,21.1,20.9,2,8,35.4,20.1,93.0,21,Yes,Free,4.5,77.0,5.5
USR0657,32,Female,Entrepreneur,UAE,6.7,4.6,9.2,6.9,44.8,16.4,6,13,67.9,10.5,135.3,37,Yes,Premium,5.4,76.6,5.5
USR0658,31,Female,Working Professional,India,8.5,6.5,8.5,5.4,37.1,29.8,3,6,26.2,19.7,102.0,16,No,Free,5.2,72.3,5.4
USR0659,33,Female,Homemaker,India,3.1,1.8,9.4,6.5,22.5,11.9,6,12,28.5,19.1,96.6,21,No,Free,5.8,63.6,3.9
USR0660,30,Female,Working Professional,USA,7.5,5.2,8.6,7.5,13.9,30.0,5,14,22.7,11.6,83.7,28,Yes,Premium,5.1,76.7,6.1
USR0661,26,Female,Retired,USA,4.1,3.2,9.7,7.2,10.4,9.9,4,9,27.6,12.4,70.0,33,Yes,Premium,4.9,48.8,5.4
USR0662,26,Female,Student,Australia,8.7,8.1,7.4,6.6,7.3,23.2,2,8,43.3,23.3,77.4,49,Yes,Free,3.1,63.1,5.1
USR0663,31,Male,Entrepreneur,USA,6.8,5.3,8.8,5.3,12.3,21.5,7,11,45.8,22.3,94.0,100,Yes,Premium,4.7,77.1,7.3
USR0664,26,Female,Working Professional,India,6.5,5.9,7.2,6.6,28.6,10.2,5,8,38.1,35.9,94.7,42,No,Premium,5.7,73.1,6.0
USR0665,24,Male,Working Professional,India,5.8,5.0,8.9,7.3,16.2,2.5,7,7,1.3,3.1,49.0,8,No,Free,4.6,80.6,5.5
USR0666,33,Female,Homemaker,USA,7.0,6.2,6.0,6.6,0.7,31.3,2,10,0.8,0.5,61.5,17,No,Free,3.5,52.3,4.1
USR0667,29,Male,Working Professional,India,7.9,7.3,8.3,7.1,27.2,0.4,4,5,2.8,2.7,46.4,23,Yes,Free,5.0,89.3,6.1
USR0668,47,Male,Freelancer,UK,5.6,5.5,8.4,6.2,4.3,7.5,2,10,17.4,9.0,52.7,15,Yes,Free,3.6,60.1,5.2
USR0669,18,Male,Working Professional,UK,8.0,8.1,6.5,4.4,8.5,4.5,2,6,15.4,11.1,46.7,9,No,Free,2.8,35.0,3.4
USR0670,42,Male,Freelancer,Canada,6.3,5.5,8.3,8.9,26.5,21.1,4,11,72.2,39.2,133.3,33,Yes,Premium,6.1,57.5,4.8
USR0671,44,Female,Working Professional,UAE,7.1,6.4,7.8,7.8,18.4,30.0,6,9,38.7,28.9,104.7,38,No,Premium,5.7,81.3,5.8
USR0672,18,Female,Student,UAE,8.2,7.9,6.5,7.7,8.7,5.4,3,10,7.0,69.7,74.0,12,No,Free,3.9,44.2,3.4
USR0673,28,Female,Working Professional,Singapore,9.7,8.7,7.0,6.1,1.0,6.7,6,5,3.5,1.2,16.7,7,No,Free,3.2,54.7,3.5
USR0674,28,Male,Working Professional,India,7.4,5.9,7.4,8.7,7.7,48.2,4,10,37.9,2.1,99.2,51,Yes,Free,5.7,62.5,4.4
USR0675,18,Male,Student,India,7.4,7.1,8.8,6.3,21.7,18.4,2,12,12.3,1.3,75.6,38,No,Free,3.2,58.5,5.5
USR0676,24,Male,Working Professional,USA,8.4,6.8,7.7,8.2,37.0,27.3,2,7,21.2,11.6,96.2,11,No,Free,5.3,68.2,4.7
USR0677,20,Male,Working Professional,UAE,5.6,4.2,9.9,7.0,18.0,14.9,6,13,31.7,14.7,85.2,31,Yes,Premium,5.4,75.4,5.9
USR0678,49,Female,Student,Singapore,6.7,5.3,7.1,6.5,18.3,11.2,7,12,17.3,27.3,85.4,39,Yes,Premium,4.1,64.7,5.2
USR0679,41,Male,Working Professional,Germany,6.4,5.1,7.5,5.8,18.2,6.4,1,8,1.2,2.1,48.7,6,No,Free,4.3,67.4,4.5
USR0680,44,Male,Retired,India,6.5,4.8,9.7,8.4,52.9,23.1,3,8,24.5,11.6,112.4,49,Yes,Premium,6.6,73.0,5.8
USR0681,39,Male,Student,Singapore,7.3,6.7,7.4,4.0,4.7,1.4,4,10,9.0,9.2,44.8,14,Yes,Free,3.4,58.1,3.8
USR0682,20,Male,Working Professional,USA,9.6,8.1,6.8,8.7,18.7,11.8,5,12,37.4,17.1,86.8,34,Yes,Premium,4.2,65.9,4.9
USR0683,26,Female,Freelancer,India,8.2,6.9,8.2,8.3,23.8,0.6,3,11,20.0,26.5,75.1,14,Yes,Free,4.9,45.6,4.0
USR0684,36,Female,Working Professional,USA,4.7,2.7,10.0,6.8,14.1,6.8,2,12,69.4,27.3,95.1,18,No,Free,4.8,48.0,3.9
USR0685,19,Male,Freelancer,India,6.5,5.6,7.1,6.4,11.8,29.1,6,14,54.1,11.9,98.6,64,No,Premium,3.6,68.9,6.1
USR0686,39,Male,Working Professional,USA,8.1,7.3,7.8,6.6,14.8,0.3,4,3,13.7,25.1,50.2,36,Yes,Free,3.5,69.5,5.0
USR0687,29,Male,Working Professional,USA,7.1,5.4,7.8,7.8,13.1,21.5,6,12,28.9,22.5,90.1,79,Yes,Premium,4.9,68.6,6.1
USR0688,28,Male,Student,USA,6.2,5.8,8.2,8.4,10.7,32.3,2,6,22.4,10.5,74.9,32,Yes,Free,5.7,81.9,5.1
USR0689,39,Male,Freelancer,UK,8.1,7.5,6.6,7.4,11.3,3.2,5,11,2.4,1.5,43.7,22,No,Free,4.6,53.1,3.4
USR0690,36,Non-Binary,Freelancer,Germany,6.5,3.9,9.7,7.1,31.3,14.2,6,6,120.0,20.2,139.3,20,Yes,Free,5.6,71.9,5.4
USR0691,28,Female,Student,Canada,5.4,4.5,8.5,6.5,9.3,44.3,1,7,14.6,0.9,76.8,30,Yes,Free,5.0,75.7,5.4
USR0692,43,Female,Working Professional,USA,8.5,6.3,7.2,5.1,14.9,47.3,6,12,63.1,14.9,131.3,75,No,Premium,4.0,65.5,6.9
USR0693,21,Male,Entrepreneur,Germany,7.7,7.6,6.3,4.7,3.9,3.2,4,9,68.4,1.5,65.0,8,No,Free,3.3,61.7,4.9
USR0694,38,Female,Working Professional,UAE,6.0,4.5,9.0,8.6,41.1,9.3,6,11,32.4,21.3,108.5,38,No,Premium,6.4,69.6,5.7
USR0695,37,Female,Working Professional,India,5.9,5.0,7.3,7.3,12.8,9.9,8,9,17.2,25.5,72.9,26,No,Premium,4.4,61.6,4.5
USR0696,28,Female,Entrepreneur,USA,5.8,3.9,9.3,8.6,18.3,22.5,5,9,32.0,43.2,102.2,58,Yes,Premium,5.4,71.7,5.8
USR0697,35,Female,Freelancer,India,7.8,6.6,8.2,7.4,3.1,15.5,3,7,18.2,19.9,58.1,25,No,Free,3.9,45.1,4.3
USR0698,19,Male,Working Professional,India,7.9,6.1,7.3,7.4,32.3,21.5,7,9,46.1,58.7,128.6,70,Yes,Premium,5.7,100.0,6.2
USR0699,41,Female,Homemaker,Canada,7.4,6.4,7.7,7.6,9.6,4.9,2,8,1.0,21.5,42.5,6,Yes,Free,3.9,52.1,3.3
USR0700,30,Male,Retired,Germany,6.3,6.6,7.2,5.5,6.5,2.2,1,8,12.6,5.3,41.6,51,No,Free,3.6,51.9,4.2
USR0701,26,Female,Working Professional,India,6.0,5.4,7.1,7.3,6.7,10.4,2,10,51.2,11.9,74.0,9,No,Free,5.5,44.5,3.3
USR0702,42,Female,Working Professional,Germany,5.8,4.1,10.0,7.4,28.7,7.9,4,11,94.9,9.2,111.4,18,Yes,Free,5.1,51.1,4.5
USR0703,24,Female,Working Professional,Germany,8.6,8.3,7.3,8.3,12.1,15.7,3,5,4.2,12.5,43.8,8,Yes,Free,4.2,67.4,3.5
USR0704,18,Male,Entrepreneur,UAE,7.7,5.4,9.2,4.0,29.0,15.0,3,10,55.9,22.7,111.1,29,Yes,Premium,3.8,63.7,5.6
USR0705,18,Female,Freelancer,India,5.6,4.2,9.1,9.5,34.1,5.0,5,7,3.2,18.2,68.5,11,No,Free,5.5,70.5,5.0
USR0706,38,Male,Student,UAE,7.0,6.1,6.5,8.1,34.8,4.2,1,6,36.8,1.3,80.5,21,No,Free,4.8,52.5,4.5
USR0707,19,Male,Retired,USA,7.5,5.9,8.2,7.4,16.0,10.9,7,13,21.5,30.6,75.6,53,No,Premium,4.8,75.2,5.5
USR0708,49,Male,Working Professional,UK,7.8,6.0,8.0,6.8,45.7,3.7,2,9,64.2,2.3,106.5,56,Yes,Free,4.4,69.4,5.7
USR0709,18,Female,Student,India,6.9,6.5,7.7,6.3,0.4,1.2,1,13,23.8,0.4,43.0,21,No,Free,4.7,27.6,4.4
USR0710,48,Male,Working Professional,India,6.9,5.8,7.2,7.4,7.1,5.1,4,5,10.2,11.0,39.3,7,No,Free,4.2,48.9,3.0
USR0711,34,Male,Working Professional,Canada,6.1,4.5,10.0,9.1,43.9,8.4,4,9,21.6,23.1,106.1,27,Yes,Premium,6.2,81.0,5.8
USR0712,31,Female,Retired,USA,6.0,6.1,6.8,8.6,4.8,2.5,3,7,5.4,0.5,31.6,17,Yes,Free,4.5,55.2,3.4
USR0713,26,Male,Working Professional,India,6.6,7.0,7.4,7.4,4.8,16.5,2,18,22.8,10.9,66.5,36,Yes,Free,4.2,57.8,4.8
USR0714,35,Female,Homemaker,India,5.9,6.0,6.6,7.4,5.4,4.7,1,7,45.2,11.5,56.9,25,No,Free,4.0,47.8,4.0
USR0715,31,Male,Working Professional,Canada,6.2,4.7,8.6,7.1,24.2,21.2,5,12,43.1,10.8,92.3,42,No,Premium,4.3,70.5,6.4
USR0716,43,Male,Student,India,5.0,4.2,7.8,6.3,18.7,23.1,6,12,51.0,28.7,116.7,28,Yes,Premium,4.9,62.5,5.2
USR0717,33,Female,Entrepreneur,Germany,8.4,6.4,7.8,6.6,29.5,18.4,4,8,45.4,13.5,100.6,36,Yes,Premium,5.6,81.5,6.8
USR0718,33,Male,Working Professional,India,7.9,5.7,7.3,8.1,33.8,38.2,3,4,77.4,23.7,137.8,30,No,Free,6.8,75.4,5.2
USR0719,28,Female,Working Professional,India,6.6,6.4,8.0,7.7,16.8,0.3,4,9,28.4,5.6,50.5,23,No,Free,4.0,51.5,5.0
USR0720,31,Female,Working Professional,USA,6.5,5.4,8.5,5.9,3.4,16.1,6,8,4.7,9.7,49.6,5,No,Free,3.3,73.9,4.9
USR0721,35,Female,Retired,USA,3.9,1.8,10.0,6.9,40.5,38.3,2,1,31.4,33.4,127.9,17,No,Free,5.8,88.8,5.8
USR0722,18,Female,Working Professional,USA,8.6,7.4,6.4,7.2,4.6,23.8,5,7,7.8,24.6,68.1,67,Yes,Free,3.7,64.6,4.9
USR0723,18,Male,Student,USA,8.9,8.6,6.3,6.5,2.4,2.2,2,5,109.5,22.8,91.0,23,No,Free,2.8,43.6,4.3
USR0724,39,Male,Student,Singapore,6.9,6.5,7.9,5.6,1.4,4.7,4,7,9.5,2.6,39.8,28,Yes,Free,3.6,47.7,4.7
USR0725,33,Female,Working Professional,UK,7.5,6.7,7.4,6.7,22.4,10.3,4,12,21.9,10.7,84.6,31,No,Premium,4.1,53.8,5.2
USR0726,30,Female,Homemaker,India,4.5,4.3,7.6,8.0,1.8,11.0,1,7,5.5,14.0,43.6,22,No,Free,5.6,57.4,4.9
USR0727,32,Female,Working Professional,USA,7.1,6.2,7.0,5.0,12.2,22.9,9,7,36.5,17.9,85.7,32,Yes,Premium,4.1,88.1,5.9
USR0728,35,Female,Working Professional,UAE,6.0,5.8,7.7,5.9,5.4,4.6,3,7,2.3,36.0,58.2,13,No,Free,4.0,55.6,5.6
USR0729,26,Female,Student,USA,6.0,5.3,8.9,7.1,5.0,9.3,6,2,61.4,6.5,56.2,16,No,Free,4.5,71.4,5.0
USR0730,24,Female,Working Professional,India,6.6,5.3,9.4,9.1,13.9,14.1,6,7,7.0,7.9,58.3,18,No,Free,6.1,70.6,5.3
USR0731,33,Male,Entrepreneur,Australia,6.4,4.7,9.0,7.0,25.5,6.6,7,8,7.0,11.2,58.1,14,No,Free,5.3,51.9,4.3
USR0732,22,Female,Working Professional,UK,6.8,4.2,7.5,6.0,21.5,23.1,3,6,0.9,23.9,74.1,13,No,Free,4.3,78.1,5.1
USR0733,36,Female,Entrepreneur,UK,8.6,7.9,6.2,5.9,4.6,17.7,4,7,5.6,4.7,54.6,25,No,Free,3.7,53.9,3.0
USR0734,18,Male,Working Professional,India,3.8,2.3,10.0,6.4,14.2,8.8,6,6,25.9,52.7,77.1,32,Yes,Premium,5.0,64.1,4.5
USR0735,42,Female,Student,India,6.2,3.4,10.0,7.4,60.6,19.6,3,11,24.2,21.6,135.1,33,Yes,Premium,7.0,74.9,6.0
USR0736,36,Female,Retired,UK,6.9,6.2,7.0,4.1,0.1,3.2,9,7,6.4,27.6,37.8,32,No,Free,3.2,40.2,4.1
USR0737,34,Female,Working Professional,India,7.3,5.2,10.0,5.1,41.8,17.8,4,10,15.8,21.2,108.6,52,Yes,Premium,5.5,71.2,7.0
USR0738,41,Male,Freelancer,USA,4.8,3.6,7.9,4.0,13.3,45.7,3,13,22.2,32.2,123.0,71,Yes,Premium,3.7,74.7,5.7
USR0739,48,Male,Entrepreneur,USA,10.0,7.4,7.6,7.7,54.1,33.3,5,9,45.1,10.8,134.3,45,No,Premium,5.8,90.3,5.4
USR0740,42,Female,Student,India,10.0,9.8,6.3,8.5,16.3,14.2,5,9,26.6,34.1,87.5,30,Yes,Premium,3.7,70.9,4.7
USR0741,18,Female,Student,Singapore,7.0,7.5,6.7,8.0,8.7,4.1,3,9,6.9,11.1,50.8,45,Yes,Free,5.3,57.5,4.1
USR0742,19,Male,Freelancer,Germany,4.5,3.6,8.5,5.4,18.4,3.2,2,4,7.3,9.0,43.6,11,No,Free,3.0,55.8,4.5
USR0743,25,Male,Working Professional,Canada,6.6,5.4,7.9,5.6,13.3,9.1,3,5,16.2,1.8,51.7,26,No,Free,4.3,51.0,4.4
USR0744,32,Female,Student,India,5.3,4.0,9.3,5.5,5.7,1.5,4,6,7.2,20.3,34.0,8,Yes,Free,4.4,70.3,5.8
USR0745,37,Male,Student,India,7.6,7.9,7.9,6.4,12.1,9.6,1,13,19.9,2.1,73.2,27,Yes,Free,2.6,72.8,4.8
USR0746,24,Female,Student,USA,7.9,6.9,7.3,7.1,19.7,0.0,1,6,91.0,3.2,82.1,45,Yes,Free,4.4,58.5,4.0
USR0747,33,Non-Binary,Homemaker,India,7.5,6.4,7.0,8.5,10.6,12.7,5,12,15.8,12.0,63.8,37,Yes,Premium,3.9,46.5,4.8
USR0748,24,Male,Student,Singapore,7.6,6.4,7.7,5.4,10.2,11.0,6,5,18.7,10.1,52.4,33,No,Premium,3.3,64.4,4.8
USR0749,25,Female,Working Professional,India,7.3,5.3,9.8,7.7,19.2,50.6,5,8,18.9,26.3,114.8,127,No,Premium,6.1,72.4,6.6
USR0750,18,Male,Freelancer,USA,4.5,3.3,9.4,5.5,12.1,23.6,2,11,26.9,14.7,85.2,24,Yes,Premium,4.4,44.6,5.9
USR0751,22,Male,Working Professional,USA,5.2,4.2,10.0,7.1,26.4,13.2,8,7,15.8,12.4,76.4,31,Yes,Premium,5.4,82.3,7.0
USR0752,18,Female,Student,UK,4.0,2.2,10.0,5.6,3.6,1.2,6,9,13.0,5.8,32.2,53,Yes,Free,4.7,47.9,5.1
USR0753,22,Female,Homemaker,India,6.1,5.5,8.3,6.1,8.5,8.7,1,6,52.9,10.4,61.6,27,Yes,Free,4.4,46.1,5.2
USR0754,42,Non-Binary,Student,USA,8.3,8.4,6.2,5.4,3.3,2.9,3,9,0.2,10.5,43.5,20,No,Free,2.2,58.2,4.4
USR0755,22,Female,Homemaker,India,7.7,6.2,8.9,4.0,21.9,17.2,4,7,24.1,16.9,85.9,44,Yes,Premium,4.0,71.3,6.2
USR0756,58,Male,Retired,UAE,7.3,7.0,4.6,6.8,1.9,21.6,3,5,28.6,10.2,53.9,13,Yes,Free,2.6,60.2,3.1
USR0757,36,Male,Working Professional,India,6.4,5.5,8.4,7.2,10.4,19.5,5,6,18.4,18.4,69.3,23,No,Premium,5.6,78.8,4.7
USR0758,33,Male,Working Professional,UAE,9.8,9.0,6.3,6.9,0.8,12.1,4,9,1.6,25.9,54.2,12,No,Free,3.2,45.9,3.0
USR0759,23,Male,Working Professional,Germany,5.6,3.0,9.0,5.6,46.3,9.3,3,9,19.9,0.5,99.6,18,No,Free,5.4,75.6,5.0
USR0760,39,Male,Working Professional,India,5.5,4.2,9.0,4.7,12.3,39.5,6,10,15.2,40.4,102.2,38,Yes,Premium,4.8,85.8,5.8
USR0761,26,Male,Retired,Australia,7.2,6.0,8.2,6.9,18.5,32.2,4,9,32.4,4.2,97.6,20,Yes,Free,5.1,57.7,4.6
USR0762,33,Female,Retired,India,8.1,7.4,5.2,4.7,1.1,8.6,3,16,1.4,19.2,57.6,20,No,Free,2.9,48.3,2.3
USR0763,57,Female,Working Professional,Singapore,9.7,9.8,5.6,6.0,1.7,4.4,2,11,14.9,7.8,40.5,8,No,Free,3.2,54.6,4.1
USR0764,31,Female,Freelancer,USA,7.5,6.6,8.4,4.8,10.7,7.4,4,8,27.0,5.2,54.5,10,No,Free,2.5,42.3,3.7
USR0765,43,Female,Entrepreneur,USA,8.1,7.6,8.4,4.9,19.4,10.5,5,13,20.5,24.3,78.0,31,Yes,Premium,2.8,65.8,5.9
USR0766,24,Male,Entrepreneur,USA,8.2,6.5,8.6,8.4,45.4,12.1,4,7,2.2,22.0,91.9,22,Yes,Free,5.8,71.7,5.5
USR0767,31,Male,Working Professional,India,6.6,5.8,8.1,7.1,43.5,8.3,2,11,3.9,9.0,77.0,16,No,Free,5.0,59.8,3.9
USR0768,49,Female,Working Professional,Singapore,5.8,5.1,9.0,6.4,22.7,1.3,3,6,38.6,9.4,65.9,24,Yes,Free,5.2,70.7,4.4
USR0769,25,Female,Working Professional,India,7.4,6.2,7.2,8.3,23.8,10.6,5,11,39.5,10.9,84.3,31,Yes,Premium,6.3,74.9,5.1
USR0770,50,Male,Entrepreneur,Canada,4.5,2.9,9.8,6.6,9.1,7.8,4,5,4.4,38.7,45.7,8,Yes,Free,5.1,59.0,5.0
USR0771,39,Female,Student,USA,6.5,5.1,8.2,6.4,16.6,34.2,4,15,40.2,38.1,124.0,67,Yes,Premium,4.2,78.3,6.5
USR0772,26,Female,Working Professional,Singapore,6.2,3.8,10.0,9.4,54.1,18.0,6,11,39.7,17.6,130.6,33,No,Premium,6.6,80.8,7.1
USR0773,38,Female,Working Professional,India,7.9,7.9,6.2,9.3,13.9,13.7,2,12,120.0,21.7,119.2,80,Yes,Free,3.9,62.6,5.3
USR0774,41,Male,Working Professional,USA,7.3,6.2,9.2,5.5,23.0,13.0,5,10,24.9,15.6,81.3,111,Yes,Premium,4.4,65.8,7.0
USR0775,38,Female,Working Professional,USA,9.2,8.5,7.6,7.5,14.0,18.2,6,10,55.0,29.7,92.7,48,No,Premium,3.6,74.0,5.4
USR0776,18,Female,Entrepreneur,Canada,8.2,8.5,6.5,6.7,0.7,7.1,4,9,11.8,10.9,43.3,18,No,Free,3.2,41.2,3.4
USR0777,24,Female,Student,India,6.0,4.9,9.1,8.7,43.6,12.9,4,11,45.6,9.3,116.3,43,No,Free,6.0,71.0,5.5
USR0778,29,Female,Working Professional,India,8.0,7.1,8.5,5.8,15.6,8.6,4,11,16.9,10.9,62.1,63,Yes,Premium,4.2,52.5,6.0
USR0779,31,Female,Student,India,4.4,4.5,10.0,8.3,18.8,16.2,2,19,18.9,60.5,111.7,51,No,Premium,5.7,64.5,6.7
USR0780,38,Female,Student,Australia,8.1,7.6,6.3,5.5,1.8,4.2,3,13,37.9,27.2,78.6,10,Yes,Free,2.9,45.1,3.3
USR0781,33,Male,Working Professional,India,5.9,5.6,7.7,6.4,27.2,4.7,2,6,34.2,23.7,76.1,8,No,Free,4.1,62.8,4.2
USR0782,18,Female,Working Professional,UK,6.1,4.2,9.7,5.8,10.4,46.9,5,8,22.3,15.5,93.5,29,Yes,Premium,5.5,63.0,6.0
USR0783,35,Female,Working Professional,India,9.0,8.0,5.2,6.1,36.9,10.4,3,10,33.2,15.1,96.4,29,No,Premium,3.4,61.4,5.4
USR0784,38,Female,Working Professional,Germany,7.6,6.2,5.6,5.3,12.3,12.5,5,16,24.6,22.8,94.6,28,Yes,Premium,3.1,64.6,3.7
USR0785,37,Male,Student,Singapore,6.7,5.7,7.5,6.1,32.6,8.6,3,9,0.2,28.1,80.1,22,Yes,Free,4.3,64.2,4.1
USR0786,42,Male,Working Professional,USA,8.5,6.3,8.1,8.1,29.6,31.9,4,12,15.5,50.9,119.4,42,Yes,Premium,6.6,100.0,6.2
USR0787,40,Female,Entrepreneur,USA,9.2,8.5,5.0,6.6,2.7,6.5,0,10,1.1,4.7,40.1,30,Yes,Free,3.2,52.8,2.9
USR0788,36,Female,Entrepreneur,India,5.5,4.1,7.7,9.0,12.5,16.3,5,9,18.0,14.0,72.0,12,No,Free,5.9,61.2,3.9
USR0789,31,Female,Working Professional,India,5.9,4.8,8.2,6.6,15.6,31.3,6,12,21.5,29.3,103.3,27,No,Premium,5.3,81.9,6.1
USR0790,18,Female,Working Professional,India,8.2,7.6,8.0,5.7,12.9,12.5,4,11,18.1,13.9,71.8,44,Yes,Premium,3.6,70.6,6.2
USR0791,36,Female,Entrepreneur,Canada,7.5,6.6,7.2,6.0,29.4,6.0,2,10,56.6,7.9,97.3,23,No,Free,4.0,63.6,4.6
USR0792,34,Female,Student,USA,4.2,3.9,9.3,6.3,7.8,5.3,2,4,2.6,3.1,31.3,25,No,Free,4.1,81.4,5.8
